order_id,order_number,order_date,customer_id,discount,last_updated_at
2351,CA-2020-142370,9/19/2020,757,0,12/13/2024
2352,CA-2020-142398,4/12/2020,104,0.2,12/13/2024
2353,CA-2020-142405,6/11/2020,684,0.07,12/13/2024
2354,CA-2020-142524,9/4/2020,486,0,12/13/2024
2355,CA-2020-142545,10/28/2020,350,0,12/13/2024
2356,CA-2020-142594,12/1/2020,265,0.07,12/13/2024
2357,CA-2020-142615,11/20/2020,92,0,12/13/2024
2358,CA-2020-142762,5/23/2020,458,0,12/13/2024
2359,CA-2020-142895,7/21/2020,104,0.2,12/13/2024
2360,CA-2020-142902,9/12/2020,102,0.2,12/13/2024
2361,CA-2020-142958,12/13/2020,662,0.2,12/13/2024
2362,CA-2020-143154,12/2/2020,55,0.2,12/13/2024
2363,CA-2020-143308,11/4/2020,629,0,12/13/2024
2364,CA-2020-143406,9/26/2020,471,0.55,12/13/2024
2365,CA-2020-143441,11/5/2020,254,0.2,12/13/2024
2366,CA-2020-143476,9/11/2020,453,0.2,12/13/2024
2367,CA-2020-143609,12/11/2020,194,0.2,12/13/2024
2368,CA-2020-143714,5/23/2020,132,0.43,12/13/2024
2369,CA-2020-143749,12/5/2020,20,0,12/13/2024
2370,CA-2020-143805,12/1/2020,350,0,12/13/2024
2371,CA-2020-143910,8/12/2020,67,0.1,12/13/2024
2372,CA-2020-143924,7/28/2020,677,0,12/13/2024
2373,CA-2020-144015,6/26/2020,29,0,12/13/2024
2374,CA-2020-144092,11/5/2020,464,0.07,12/13/2024
2375,CA-2020-144148,7/31/2020,35,0.2,12/13/2024
2376,CA-2020-144218,10/31/2020,350,0,12/13/2024
2377,CA-2020-144309,12/10/2020,160,0.1,12/13/2024
2378,CA-2020-144337,8/1/2020,691,0.2,12/13/2024
2379,CA-2020-144344,10/28/2020,592,0.32,12/13/2024
2380,CA-2020-144400,2/23/2020,12,0.2,12/13/2024
2381,CA-2020-144540,9/5/2020,299,0.5,12/13/2024
2382,CA-2020-144554,11/7/2020,226,0.2,12/13/2024
2383,CA-2020-144645,2/2/2020,577,0.6,12/13/2024
2384,CA-2020-144729,10/21/2020,357,0,12/13/2024
2385,CA-2020-144764,9/2/2020,648,0.23,12/13/2024
2386,CA-2020-144785,4/18/2020,181,0,12/13/2024
2387,CA-2020-144792,4/30/2020,426,0.2,12/13/2024
2388,CA-2020-144855,7/22/2020,222,0,12/13/2024
2389,CA-2020-144911,11/27/2020,662,0,12/13/2024
2390,CA-2020-144939,10/3/2020,250,0.1,12/13/2024
2391,CA-2020-145009,12/5/2020,640,0.2,12/13/2024
2392,CA-2020-145135,11/26/2020,142,0,12/13/2024
2393,CA-2020-145177,11/10/2020,607,0.28,12/13/2024
2394,CA-2020-145240,9/6/2020,88,0.2,12/13/2024
2395,CA-2020-145247,5/5/2020,559,0,12/13/2024
2396,CA-2020-145261,12/18/2020,30,0.31,12/13/2024
2397,CA-2020-145303,8/28/2020,758,0.64,12/13/2024
2398,CA-2020-145492,11/20/2020,491,0,12/13/2024
2399,CA-2020-145499,5/30/2020,663,0.7,12/13/2024
2400,CA-2020-145548,11/11/2020,248,0.08,12/13/2024
2401,CA-2020-145583,10/13/2020,452,0.03,12/13/2024
2402,CA-2020-145611,9/20/2020,317,0,12/13/2024
2403,CA-2020-145625,9/11/2020,421,0,12/13/2024
2404,CA-2020-145709,10/4/2020,35,0.2,12/13/2024
2405,CA-2020-145730,3/3/2020,131,0.3,12/13/2024
2406,CA-2020-145842,6/17/2020,289,0,12/13/2024
2407,CA-2020-145898,9/26/2020,162,0,12/13/2024
2408,CA-2020-145905,9/18/2020,42,0,12/13/2024
2409,CA-2020-145919,12/18/2020,323,0,12/13/2024
2410,CA-2020-145982,8/27/2020,732,0.05,12/13/2024
2411,CA-2020-146010,5/20/2020,262,0.7,12/13/2024
2412,CA-2020-146143,12/14/2020,493,0,12/13/2024
2413,CA-2020-146150,2/14/2020,289,0,12/13/2024
2414,CA-2020-146157,11/21/2020,634,0.2,12/13/2024
2415,CA-2020-146171,3/11/2020,402,0,12/13/2024
2416,CA-2020-146206,9/10/2020,445,0.25,12/13/2024
2417,CA-2020-146318,1/22/2020,487,0,12/13/2024
2418,CA-2020-146325,12/14/2020,239,0.1,12/13/2024
2419,CA-2020-146374,12/5/2020,320,0,12/13/2024
2420,CA-2020-146423,4/21/2020,116,0,12/13/2024
2421,CA-2020-146437,1/28/2020,323,0,12/13/2024
2422,CA-2020-146521,7/21/2020,136,0.7,12/13/2024
2423,CA-2020-146633,11/15/2020,748,0.2,12/13/2024
2424,CA-2020-146682,10/29/2020,446,0,12/13/2024
2425,CA-2020-146766,11/4/2020,771,0,12/13/2024
2426,CA-2020-146836,5/2/2020,134,0.1,12/13/2024
2427,CA-2020-146913,10/31/2020,687,0.2,12/13/2024
2428,CA-2020-146934,5/22/2020,17,0.05,12/13/2024
2429,CA-2020-146941,12/10/2020,220,0,12/13/2024
2430,CA-2020-147067,12/18/2020,353,0,12/13/2024
2431,CA-2020-147109,12/17/2020,29,0.2,12/13/2024
2432,CA-2020-147123,12/10/2020,695,0,12/13/2024
2433,CA-2020-147137,7/4/2020,4,0.04,12/13/2024
2434,CA-2020-147256,10/17/2020,281,0,12/13/2024
2435,CA-2020-147368,6/9/2020,744,0.5,12/13/2024
2436,CA-2020-147375,6/12/2020,605,0.25,12/13/2024
2437,CA-2020-147417,7/25/2020,127,0.4,12/13/2024
2438,CA-2020-147431,2/2/2020,7,0,12/13/2024
2439,CA-2020-147473,5/30/2020,568,0,12/13/2024
2440,CA-2020-147536,12/26/2020,48,0,12/13/2024
2441,CA-2020-147578,4/22/2020,593,0,12/13/2024
2442,CA-2020-147585,11/7/2020,128,0,12/13/2024
2443,CA-2020-147683,11/13/2020,605,0,12/13/2024
2444,CA-2020-147970,1/31/2020,8,0.2,12/13/2024
2445,CA-2020-148096,8/16/2020,43,0.2,12/13/2024
2446,CA-2020-148201,8/26/2020,130,0,12/13/2024
2447,CA-2020-148208,1/22/2020,115,0.3,12/13/2024
2448,CA-2020-148516,8/7/2020,245,0,12/13/2024
2449,CA-2020-148593,6/16/2020,68,0,12/13/2024
2450,CA-2020-148684,12/25/2020,769,0,12/13/2024
2451,CA-2020-148698,5/2/2020,75,0.2,12/13/2024
2452,CA-2020-148740,11/15/2020,35,0.2,12/13/2024
2453,CA-2020-148747,9/25/2020,52,0.15,12/13/2024
2454,CA-2020-148796,4/14/2020,585,0.2,12/13/2024
2455,CA-2020-148852,5/26/2020,722,0.12,12/13/2024
2456,CA-2020-148908,11/5/2020,372,0.2,12/13/2024
2457,CA-2020-149111,4/17/2020,83,0.2,12/13/2024
2458,CA-2020-149195,9/5/2020,227,0.2,12/13/2024
2459,CA-2020-149223,9/6/2020,277,0,12/13/2024
2460,CA-2020-149237,5/26/2020,160,0,12/13/2024
2461,CA-2020-149272,3/15/2020,550,0.55,12/13/2024
2462,CA-2020-149279,4/24/2020,154,0.37,12/13/2024
2463,CA-2020-149314,7/2/2020,295,0.2,12/13/2024
2464,CA-2020-149335,7/25/2020,67,0,12/13/2024
2465,CA-2020-149349,11/12/2020,709,0.6,12/13/2024
2466,CA-2020-149370,9/15/2020,193,0.2,12/13/2024
2467,CA-2020-149454,7/25/2020,437,0,12/13/2024
2468,CA-2020-149461,11/13/2020,54,0,12/13/2024
2469,CA-2020-149482,11/14/2020,656,0,12/13/2024
2470,CA-2020-149503,12/9/2020,709,0.2,12/13/2024
2471,CA-2020-149671,6/5/2020,419,0,12/13/2024
2472,CA-2020-149685,10/8/2020,601,0.2,12/13/2024
2473,CA-2020-149762,12/3/2020,634,0.09,12/13/2024
2474,CA-2020-149783,9/4/2020,220,0.2,12/13/2024
2475,CA-2020-149797,9/15/2020,29,0.2,12/13/2024
2476,CA-2020-149902,4/1/2020,244,0,12/13/2024
2477,CA-2020-149916,12/22/2020,256,0.2,12/13/2024
2478,CA-2020-149965,6/20/2020,105,0,12/13/2024
2479,CA-2020-149979,9/23/2020,619,0,12/13/2024
2480,CA-2020-150000,4/8/2020,592,0,12/13/2024
2481,CA-2020-150007,9/11/2020,53,0.5,12/13/2024
2482,CA-2020-150077,2/4/2020,537,0,12/13/2024
2483,CA-2020-150343,8/16/2020,598,0,12/13/2024
2484,CA-2020-150350,8/23/2020,540,0.07,12/13/2024
2485,CA-2020-150483,5/31/2020,104,0.33,12/13/2024
2486,CA-2020-150658,11/17/2020,537,0.2,12/13/2024
2487,CA-2020-150889,3/20/2020,584,0.2,12/13/2024
2488,CA-2020-150945,12/18/2020,383,0,12/13/2024
2489,CA-2020-151092,8/6/2020,779,0.2,12/13/2024
2490,CA-2020-151141,8/20/2020,243,0,12/13/2024
2491,CA-2020-151148,9/12/2020,605,0.2,12/13/2024
2492,CA-2020-151155,12/20/2020,10,0,12/13/2024
2493,CA-2020-151169,10/21/2020,550,0,12/13/2024
2494,CA-2020-151323,10/23/2020,10,0,12/13/2024
2495,CA-2020-151372,9/5/2020,372,0.07,12/13/2024
2496,CA-2020-151498,4/21/2020,228,0.2,12/13/2024
2497,CA-2020-151512,12/26/2020,692,0.2,12/13/2024
2498,CA-2020-151561,9/1/2020,592,0,12/13/2024
2499,CA-2020-151974,9/22/2020,633,0.2,12/13/2024
2500,CA-2020-152072,1/15/2020,234,0,12/13/2024
2501,CA-2020-152121,11/27/2020,137,0.2,12/13/2024
2502,CA-2020-152156,11/8/2020,144,0,12/13/2024
2503,CA-2020-152163,7/1/2020,361,0,12/13/2024
2504,CA-2020-152170,11/12/2020,284,0,12/13/2024
2505,CA-2020-152247,11/7/2020,484,0.2,12/13/2024
2506,CA-2020-152289,8/26/2020,453,0.25,12/13/2024
2507,CA-2020-152331,6/26/2020,457,0.2,12/13/2024
2508,CA-2020-152408,5/15/2020,771,0.2,12/13/2024
2509,CA-2020-152457,9/12/2020,678,0,12/13/2024
2510,CA-2020-152471,7/8/2020,793,0.2,12/13/2024
2511,CA-2020-152520,7/8/2020,751,0,12/13/2024
2512,CA-2020-152534,6/20/2020,232,0,12/13/2024
2513,CA-2020-152555,3/29/2020,498,0.23,12/13/2024
2514,CA-2020-152632,10/27/2020,354,0,12/13/2024
2515,CA-2020-152646,11/21/2020,752,0,12/13/2024
2516,CA-2020-152688,10/17/2020,575,0,12/13/2024
2517,CA-2020-152730,5/30/2020,273,0,12/13/2024
2518,CA-2020-152765,6/15/2020,476,0.2,12/13/2024
2519,CA-2020-152800,4/13/2020,711,0,12/13/2024
2520,CA-2020-152814,4/28/2020,261,0.2,12/13/2024
2521,CA-2020-152940,11/10/2020,652,0,12/13/2024
2522,CA-2020-153101,9/8/2020,596,0.2,12/13/2024
2523,CA-2020-153157,9/11/2020,741,0,12/13/2024
2524,CA-2020-153178,9/14/2020,153,0.1,12/13/2024
2525,CA-2020-153185,9/3/2020,513,0.2,12/13/2024
2526,CA-2020-153269,3/9/2020,609,0,12/13/2024
2527,CA-2020-153318,10/25/2020,406,0.2,12/13/2024
2528,CA-2020-153346,1/25/2020,737,0,12/13/2024
2529,CA-2020-153353,8/18/2020,298,0,12/13/2024
2530,CA-2020-153577,6/27/2020,429,0.25,12/13/2024
2531,CA-2020-153598,12/3/2020,570,0,12/13/2024
2532,CA-2020-153661,1/30/2020,679,0.07,12/13/2024
2533,CA-2020-153682,5/30/2020,87,0.4,12/13/2024
2534,CA-2020-153836,10/30/2020,258,0.1,12/13/2024
2535,CA-2020-154018,10/13/2020,318,0.4,12/13/2024
2536,CA-2020-154053,3/4/2020,507,0,12/13/2024
2537,CA-2020-154060,5/2/2020,218,0.2,12/13/2024
2538,CA-2020-154067,2/1/2020,703,0,12/13/2024
2539,CA-2020-154081,5/22/2020,355,0.2,12/13/2024
2540,CA-2020-154235,9/24/2020,636,0,12/13/2024
2541,CA-2020-154403,5/23/2020,44,0,12/13/2024
2542,CA-2020-154508,11/16/2020,636,0,12/13/2024
2543,CA-2020-154536,9/5/2020,345,0.7,12/13/2024
2544,CA-2020-154662,6/9/2020,84,0,12/13/2024
2545,CA-2020-154690,8/15/2020,132,0.2,12/13/2024
2546,CA-2020-154711,11/22/2020,737,0.07,12/13/2024
2547,CA-2020-154739,12/10/2020,464,0.2,12/13/2024
2548,CA-2020-154767,6/28/2020,101,0,12/13/2024
2549,CA-2020-154788,4/30/2020,388,0.2,12/13/2024
2550,CA-2020-154998,4/7/2020,279,0,12/13/2024
2551,CA-2020-155005,6/13/2020,669,0,12/13/2024
2552,CA-2020-155033,10/7/2020,134,0,12/13/2024
2553,CA-2020-155138,9/8/2020,393,0.2,12/13/2024
2554,CA-2020-155166,12/26/2020,66,0,12/13/2024
2555,CA-2020-155187,9/24/2020,448,0,12/13/2024
2556,CA-2020-155383,12/17/2020,677,0,12/13/2024
2557,CA-2020-155439,9/14/2020,602,0,12/13/2024
2558,CA-2020-155446,12/16/2020,756,0,12/13/2024
2559,CA-2020-155474,7/8/2020,131,0.2,12/13/2024
2560,CA-2020-155481,9/1/2020,216,0.27,12/13/2024
2561,CA-2020-155488,11/13/2020,288,0,12/13/2024
2562,CA-2020-155516,10/21/2020,518,0,12/13/2024
2563,CA-2020-155530,12/17/2020,158,0.2,12/13/2024
2564,CA-2020-155551,4/18/2020,168,0.2,12/13/2024
2565,CA-2020-155565,5/28/2020,258,0,12/13/2024
2566,CA-2020-155670,8/13/2020,271,0.45,12/13/2024
2567,CA-2020-155747,6/14/2020,407,0.4,12/13/2024
2568,CA-2020-155845,8/12/2020,160,0.2,12/13/2024
2569,CA-2020-155978,8/1/2020,763,0.1,12/13/2024
2570,CA-2020-155992,10/1/2020,131,0,12/13/2024
2571,CA-2020-156139,12/31/2020,101,0.2,12/13/2024
2572,CA-2020-156251,8/13/2020,762,0,12/13/2024
2573,CA-2020-156265,8/2/2020,81,0.2,12/13/2024
2574,CA-2020-156300,12/29/2020,740,0,12/13/2024
2575,CA-2020-156503,10/14/2020,556,0.2,12/13/2024
2576,CA-2020-156573,5/29/2020,622,0.37,12/13/2024
2577,CA-2020-156685,7/8/2020,671,0.2,12/13/2024
2578,CA-2020-156748,11/30/2020,109,0,12/13/2024
2579,CA-2020-156811,10/27/2020,100,0.1,12/13/2024
2580,CA-2020-157000,7/16/2020,41,0.2,12/13/2024
2581,CA-2020-157161,7/16/2020,350,0,12/13/2024
2582,CA-2020-157217,7/19/2020,746,0.1,12/13/2024
2583,CA-2020-157245,5/19/2020,459,0,12/13/2024
2584,CA-2020-157259,12/24/2020,392,0,12/13/2024
2585,CA-2020-157266,5/26/2020,736,0,12/13/2024
2586,CA-2020-157280,11/5/2020,481,0,12/13/2024
2587,CA-2020-157336,12/1/2020,697,0,12/13/2024
2588,CA-2020-157364,11/19/2020,478,0.2,12/13/2024
2589,CA-2020-157511,9/18/2020,721,0.23,12/13/2024
2590,CA-2020-157588,7/14/2020,50,0,12/13/2024
2591,CA-2020-157686,10/1/2020,72,0.2,12/13/2024
2592,CA-2020-157707,10/10/2020,136,0.37,12/13/2024
2593,CA-2020-157714,9/26/2020,176,0,12/13/2024
2594,CA-2020-157742,12/29/2020,435,0.2,12/13/2024
2595,CA-2020-157749,6/4/2020,435,0.41,12/13/2024
2596,CA-2020-157763,7/18/2020,429,0,12/13/2024
2597,CA-2020-157791,12/23/2020,121,0,12/13/2024
2598,CA-2020-157868,12/23/2020,490,0,12/13/2024
2599,CA-2020-158001,8/23/2020,400,0,12/13/2024
2600,CA-2020-158043,1/31/2020,377,0,12/13/2024
2601,CA-2020-158099,9/3/2020,597,0.55,12/13/2024
2602,CA-2020-158155,5/2/2020,258,0.05,12/13/2024
2603,CA-2020-158211,1/4/2020,102,0.45,12/13/2024
2604,CA-2020-158260,11/4/2020,134,0.2,12/13/2024
2605,CA-2020-158302,12/8/2020,344,0.2,12/13/2024
2606,CA-2020-158358,3/4/2020,268,0,12/13/2024
2607,CA-2020-158435,5/17/2020,27,0,12/13/2024
2608,CA-2020-158547,5/30/2020,396,0.2,12/13/2024
2609,CA-2020-158568,8/29/2020,624,0.4,12/13/2024
2610,CA-2020-158575,11/18/2020,667,0.2,12/13/2024
2611,CA-2020-158610,9/19/2020,150,0,12/13/2024
2612,CA-2020-158617,9/22/2020,15,0,12/13/2024
2613,CA-2020-158694,11/10/2020,36,0.03,12/13/2024
2614,CA-2020-158778,9/5/2020,193,0.25,12/13/2024
2615,CA-2020-158806,1/7/2020,570,0.4,12/13/2024
2616,CA-2020-158834,3/13/2020,774,0.2,12/13/2024
2617,CA-2020-158841,2/2/2020,684,0,12/13/2024
2618,CA-2020-158869,8/6/2020,35,0,12/13/2024
2619,CA-2020-158925,10/24/2020,400,0.2,12/13/2024
2620,CA-2020-159009,9/23/2020,232,0.2,12/13/2024
2621,CA-2020-159016,3/10/2020,428,0.1,12/13/2024
2622,CA-2020-159023,11/3/2020,578,0.7,12/13/2024
2623,CA-2020-159142,4/4/2020,498,0,12/13/2024
2624,CA-2020-159212,11/1/2020,437,0,12/13/2024
2625,CA-2020-159345,6/17/2020,336,0,12/13/2024
2626,CA-2020-159373,3/13/2020,478,0.43,12/13/2024
2627,CA-2020-159639,11/27/2020,587,0,12/13/2024
2628,CA-2020-159653,5/22/2020,363,0,12/13/2024
2629,CA-2020-159695,4/5/2020,305,0.2,12/13/2024
2630,CA-2020-159730,9/17/2020,695,0.2,12/13/2024
2631,CA-2020-159737,9/3/2020,174,0.8,12/13/2024
2632,CA-2020-159765,5/9/2020,750,0,12/13/2024
2633,CA-2020-159891,1/31/2020,83,0,12/13/2024
2634,CA-2020-159912,8/29/2020,295,0.45,12/13/2024
2635,CA-2020-159940,7/7/2020,81,0.33,12/13/2024
2636,CA-2020-159989,12/9/2020,250,0.2,12/13/2024
2637,CA-2020-160108,12/8/2020,27,0,12/13/2024
2638,CA-2020-160129,11/23/2020,474,0.2,12/13/2024
2639,CA-2020-160136,11/3/2020,595,0.2,12/13/2024
2640,CA-2020-160220,10/20/2020,410,0,12/13/2024
2641,CA-2020-160234,6/26/2020,591,0,12/13/2024
2642,CA-2020-160241,11/29/2020,237,0.6,12/13/2024
2643,CA-2020-160304,1/2/2020,92,0,12/13/2024
2644,CA-2020-160395,12/31/2020,434,0.1,12/13/2024
2645,CA-2020-160479,9/15/2020,34,0,12/13/2024
2646,CA-2020-160486,12/30/2020,263,0.2,12/13/2024
2647,CA-2020-160500,5/5/2020,225,0.2,12/13/2024
2648,CA-2020-160535,11/25/2020,99,0,12/13/2024
2649,CA-2020-160598,8/26/2020,723,0.2,12/13/2024
2650,CA-2020-160717,6/6/2020,498,0.13,12/13/2024
2651,CA-2020-160745,12/11/2020,51,0.07,12/13/2024
2652,CA-2020-160815,9/5/2020,760,0,12/13/2024
2653,CA-2020-160941,7/21/2020,211,0,12/13/2024
2654,CA-2020-161025,12/3/2020,304,0,12/13/2024
2655,CA-2020-161095,6/28/2020,177,0.2,12/13/2024
2656,CA-2020-161158,5/9/2020,610,0,12/13/2024
2657,CA-2020-161207,8/29/2020,6,0,12/13/2024
2658,CA-2020-161361,3/26/2020,545,0.1,12/13/2024
2659,CA-2020-161389,12/5/2020,339,0.2,12/13/2024
2660,CA-2020-161473,4/1/2020,733,0.07,12/13/2024
2661,CA-2020-161543,5/10/2020,634,0,12/13/2024
2662,CA-2020-161662,2/7/2020,77,0.2,12/13/2024
2663,CA-2020-161669,11/7/2020,272,0.1,12/13/2024
2664,CA-2020-161676,7/18/2020,400,0.2,12/13/2024
2665,CA-2020-161746,10/21/2020,174,0.05,12/13/2024
2666,CA-2020-161781,9/29/2020,129,0,12/13/2024
2667,CA-2020-161816,4/28/2020,554,0.2,12/13/2024
2668,CA-2020-161907,4/5/2020,373,0.3,12/13/2024
2669,CA-2020-161928,6/27/2020,15,0.2,12/13/2024
2670,CA-2020-162082,3/14/2020,408,0.24,12/13/2024
2671,CA-2020-162110,7/18/2020,572,0.2,12/13/2024
2672,CA-2020-162138,4/23/2020,303,0.1,12/13/2024
2673,CA-2020-162159,9/16/2020,169,0,12/13/2024
2674,CA-2020-162187,12/11/2020,577,0.26,12/13/2024
2675,CA-2020-162222,4/3/2020,713,0.2,12/13/2024
2676,CA-2020-162236,11/4/2020,277,0.27,12/13/2024
2677,CA-2020-162313,11/27/2020,776,0.1,12/13/2024
2678,CA-2020-162348,11/10/2020,83,0,12/13/2024
2679,CA-2020-162355,6/30/2020,590,0,12/13/2024
2680,CA-2020-162383,9/5/2020,496,0.57,12/13/2024
2681,CA-2020-162390,12/6/2020,232,0.2,12/13/2024
2682,CA-2020-162404,7/23/2020,562,0.8,12/13/2024
2683,CA-2020-162614,10/7/2020,735,0.2,12/13/2024
2684,CA-2020-162726,12/27/2020,543,0.2,12/13/2024
2685,CA-2020-162733,5/11/2020,770,0,12/13/2024
2686,CA-2020-162747,3/20/2020,28,0,12/13/2024
2687,CA-2020-162901,3/28/2020,52,0,12/13/2024
2688,CA-2020-162943,7/24/2020,190,0.1,12/13/2024
2689,CA-2020-163048,2/8/2020,511,0.3,12/13/2024
2690,CA-2020-163153,3/21/2020,224,0.25,12/13/2024
2691,CA-2020-163167,11/28/2020,640,0,12/13/2024
2692,CA-2020-163174,8/26/2020,789,0,12/13/2024
2693,CA-2020-163202,9/27/2020,93,0.7,12/13/2024
2694,CA-2020-163216,10/7/2020,62,0.2,12/13/2024
2695,CA-2020-163328,11/4/2020,759,0.2,12/13/2024
2696,CA-2020-163384,11/10/2020,133,0.1,12/13/2024
2697,CA-2020-163398,5/3/2020,127,0.6,12/13/2024
2698,CA-2020-163573,11/24/2020,13,0.2,12/13/2024
2699,CA-2020-163594,4/12/2020,360,0.13,12/13/2024
2700,CA-2020-163636,12/5/2020,535,0.2,12/13/2024
2701,CA-2020-163755,11/4/2020,57,0,12/13/2024
2702,CA-2020-163776,7/19/2020,410,0,12/13/2024
2703,CA-2020-163804,12/2/2020,194,0,12/13/2024
2704,CA-2020-163937,1/10/2020,343,0,12/13/2024
2705,CA-2020-163951,12/30/2020,146,0.2,12/13/2024
2706,CA-2020-163972,10/17/2020,507,0.15,12/13/2024
2707,CA-2020-163986,9/3/2020,374,0,12/13/2024
2708,CA-2020-164035,6/12/2020,170,0.2,12/13/2024
2709,CA-2020-164091,9/17/2020,448,0,12/13/2024
2710,CA-2020-164154,9/11/2020,579,0.45,12/13/2024
2711,CA-2020-164350,9/10/2020,143,0.2,12/13/2024
2712,CA-2020-164399,11/12/2020,243,0.2,12/13/2024
2713,CA-2020-164483,1/30/2020,363,0.2,12/13/2024
2714,CA-2020-164490,9/5/2020,720,0.2,12/13/2024
2715,CA-2020-164511,11/19/2020,210,0.07,12/13/2024
2716,CA-2020-164574,7/29/2020,645,0.45,12/13/2024
2717,CA-2020-164637,3/4/2020,631,0,12/13/2024
2718,CA-2020-164672,5/8/2020,295,0,12/13/2024
2719,CA-2020-164735,4/14/2020,738,0,12/13/2024
2720,CA-2020-164770,12/2/2020,550,0.26,12/13/2024
2721,CA-2020-164784,5/1/2020,321,0.43,12/13/2024
2722,CA-2020-164889,6/3/2020,167,0.2,12/13/2024
2723,CA-2020-164896,11/7/2020,611,0,12/13/2024
2724,CA-2020-164924,7/10/2020,246,0.7,12/13/2024
2725,CA-2020-164938,2/11/2020,586,0,12/13/2024
2726,CA-2020-165015,2/25/2020,74,0.2,12/13/2024
2727,CA-2020-165148,10/22/2020,601,0,12/13/2024
2728,CA-2020-165169,6/5/2020,386,0,12/13/2024
2729,CA-2020-165218,3/5/2020,662,0.2,12/13/2024
2730,CA-2020-165316,7/23/2020,341,0.3,12/13/2024
2731,CA-2020-165330,12/11/2020,788,0.11,12/13/2024
2732,CA-2020-165470,11/25/2020,326,0.2,12/13/2024
2733,CA-2020-165484,10/23/2020,327,0.4,12/13/2024
2734,CA-2020-165561,11/24/2020,168,0,12/13/2024
2735,CA-2020-165673,5/15/2020,529,0.2,12/13/2024
2736,CA-2020-165820,9/26/2020,245,0,12/13/2024
2737,CA-2020-165827,11/4/2020,501,0.2,12/13/2024
2738,CA-2020-165848,6/4/2020,275,0.05,12/13/2024
2739,CA-2020-165918,9/10/2020,75,0.1,12/13/2024
2740,CA-2020-165995,8/30/2020,88,0.1,12/13/2024
2741,CA-2020-166163,8/15/2020,187,0.1,12/13/2024
2742,CA-2020-166226,11/18/2020,746,0.1,12/13/2024
2743,CA-2020-166240,6/24/2020,206,0.8,12/13/2024
2744,CA-2020-166275,10/24/2020,717,0,12/13/2024
2745,CA-2020-166282,4/16/2020,598,0.2,12/13/2024
2746,CA-2020-166373,10/21/2020,364,0.2,12/13/2024
2747,CA-2020-166380,5/30/2020,248,0,12/13/2024
2748,CA-2020-166429,9/2/2020,748,0,12/13/2024
2749,CA-2020-166443,11/4/2020,463,0,12/13/2024
2750,CA-2020-166485,2/20/2020,32,0.2,12/13/2024
2751,CA-2020-166618,11/14/2020,231,0,12/13/2024
2752,CA-2020-166625,4/14/2020,393,0,12/13/2024
2753,CA-2020-166653,9/22/2020,573,0.2,12/13/2024
2754,CA-2020-166674,4/1/2020,622,0,12/13/2024
2755,CA-2020-166772,9/20/2020,326,0,12/13/2024
2756,CA-2020-166912,1/15/2020,76,0,12/13/2024
2757,CA-2020-167115,4/4/2020,263,0.2,12/13/2024
2758,CA-2020-167241,8/15/2020,68,0.05,12/13/2024
2759,CA-2020-167290,10/30/2020,360,0,12/13/2024
2760,CA-2020-167416,5/12/2020,393,0,12/13/2024
2761,CA-2020-167507,12/22/2020,664,0.37,12/13/2024
2762,CA-2020-167556,3/29/2020,390,0.1,12/13/2024
2763,CA-2020-167584,8/12/2020,451,0,12/13/2024
2764,CA-2020-167605,4/28/2020,625,0.6,12/13/2024
2765,CA-2020-167682,4/3/2020,793,0,12/13/2024
2766,CA-2020-167759,3/3/2020,137,0,12/13/2024
2767,CA-2020-167983,8/21/2020,653,0.2,12/13/2024
2768,CA-2020-168032,1/30/2020,204,0.5,12/13/2024
2769,CA-2020-168046,1/25/2020,350,0.15,12/13/2024
2770,CA-2020-168081,4/24/2020,122,0.2,12/13/2024
2771,CA-2020-168354,9/19/2020,644,0,12/13/2024
2772,CA-2020-168361,6/21/2020,419,0.8,12/13/2024
2773,CA-2020-168536,12/20/2020,681,0,12/13/2024
2774,CA-2020-168543,7/3/2020,216,0,12/13/2024
2775,CA-2020-168557,9/19/2020,284,0.2,12/13/2024
2776,CA-2020-168753,5/29/2020,648,0,12/13/2024
2777,CA-2020-168774,9/4/2020,655,0,12/13/2024
2778,CA-2020-168830,11/7/2020,520,0,12/13/2024
2779,CA-2020-168844,5/31/2020,570,0.1,12/13/2024
2780,CA-2020-168893,11/3/2020,45,0,12/13/2024
2781,CA-2020-168921,10/20/2020,23,0.2,12/13/2024
2782,CA-2020-168956,2/16/2020,246,0.38,12/13/2024
2783,CA-2020-169026,8/8/2020,163,0,12/13/2024
2784,CA-2020-169103,3/8/2020,792,0.2,12/13/2024
2785,CA-2020-169166,5/9/2020,717,0,12/13/2024
2786,CA-2020-169194,6/20/2020,462,0,12/13/2024
2787,CA-2020-169215,7/14/2020,639,0,12/13/2024
2788,CA-2020-169334,10/21/2020,314,0.2,12/13/2024
2789,CA-2020-169663,3/10/2020,644,0.1,12/13/2024
2790,CA-2020-169670,12/25/2020,356,0.1,12/13/2024
2791,CA-2020-169824,12/12/2020,577,0,12/13/2024
2792,CA-2020-169838,11/25/2020,66,0,12/13/2024
2793,CA-2020-169887,10/22/2020,538,0,12/13/2024
2794,CA-2020-169922,6/11/2020,552,0.73,12/13/2024
2795,CA-2020-169943,5/19/2020,96,0.04,12/13/2024
2796,CA-2020-169957,9/26/2020,705,0,12/13/2024
2797,CA-2020-169971,9/4/2020,337,0.2,12/13/2024
2798,CA-2021-100013,11/6/2021,792,0,12/13/2024
2799,CA-2021-100055,5/28/2021,497,0,12/13/2024
